verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Etx VI,29);;<neure gaizki penatzeko> har zinzadan amore;;ko;;REL;Purpose;nominalization;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,187);;dolu dizit eta damu <zure kontra> eginaz.;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,251);;Zeren dabil <haren kontra>, bada, bekhatoria?;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,274);;<Bekhatoren kontra> date orduian mundu guzia;;ren_kontra;;postp;Maleficiary;people;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,282);;<hire kontra> heben gituk, ihaurorrek eginik;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,286);;Mundu oro egonen da <haien kontra> jarririk;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,333);;<haren kontra> jin zenian armaturik jendia;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,355);;Bai erhoki konplazitu <ene kontra> etsaia;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx II,142);;Ama eztia, nik badagit <zure kontra> faltarik;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XIII,12);;<ene kontra> falseria bethi zinhetsi zaten;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XIII,37);;Jangoikua, egin dizit <zure kontra> bekhatu;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XIII,42);;errege eta berze oro <ene kontra> armatu;;ren_kontra;;postp;Maleficiary;pronoun;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx eskaintza);;<Zeren> baskoak baitira abil, animos eta jentil;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx eskaintza);;<zeren> ladin publika mundu guzietara;;ren;;GEN;Purpose;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx eskaintza);;Eta <zeren> orai zuk, jauna, noble eta naturazkoak bezala, baituzu estimatzen;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx eskaintza);;<Zeren>, jauna, […] inprimi erazi ditzazun eta zure eskutik orok dugun joia ederra;;ren;;GEN;Purpose;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,17);;<Zeren> Jeinkoa egun oroz ongi ari baitzaigu;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,170);;<zeren> hanbat bekhatutan deramagu bizia eta guhaurk gure faltaz galtzen gure buruia?;;ren;;GEN;Motive;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,251);;<Zeren> dabil haren kontra, bada, bekhatoria?;;ren;;GEN;Motive;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,275);;<zeren> duten ofenditu haien kreazalia;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx ,396);;<zeren> bainiz satsuia.;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx I,447);;<Zeren> unsa orhit ziten nizaz, ama eztia, gogo honez erranen dut zuri Ave Maria.;;ren;;GEN;Motive;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx II,60);;<Zeren>, bada, erho gira gaixo bekhatariak?;;ren;;GEN;Motive;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx III,34);;<zeren>, bada, daraukate emaztiari hogenik?;;ren;;GEN;Cause;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx III,42);;anderetan <zeren> baita bertutea hobenik.;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx III,66);;<Zeren> eztu ezagutzen hala hongi egina? ;;ren;;GEN;Cause;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx X,70);;maradikatzen dut neure fortuna, <zeren> jin bainendin egun zugana;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XII,48);;<zeren>, bada, hon deritzat hon ezteriztanari?;;ren;;GEN;Motive;interrogative;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XIII,40);;<zeren> egon behar dudan heben hanbat gatibu.;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XV,3);;<zeren> hantik ukhen baituk behar duian thornuia.;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Etx XVI,8);;<zeren> ezein eskripturan erideiten ezpaitzen.;;ren;;GEN;Cause;connector;;;Linguae Vasconum Primitiae;Etxepare;1545;16;Archaic Basque;Low Navarre;Low_Navarrese;
(Tratado 7r);;Meza da sakrifizio egitea Kristo gure jaunas, eta aditzera emate bat zer <guregatik> egin izandu zuen bere bizian eta heriotzean.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 9r);;non ofrezitu baitzen gurutzean <guregatik> ilzen zela.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 9r);;bera ofrezitzen dela aita eternoari <guregatik>.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 9v);;ofrezitu zuen bere gorputza eta bere odola bere aita eternoari gurutzean <guregatik> ilzen zela;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 10r);;zer jaun onek egin izandu zuen bere bizian eta eriotzean <guregatik>.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 10r);;zer egin dudan <zuengatik> neure bizian eta heriotzean;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 10r);;<onetako geiago gu obligatzeagatik> etorzen dela jaun au zerutik aldarera meza erraten den oros;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 10v);;zer Kristo gure jaunak <guregatik> egin zuen bere pasioan.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 11r);;soka, zein ezarri baitzioten Kristo gure jaunari <lepoan seguroago eramotzeagatik>, eta afrontu geiago emateagatik arzas tiratzen ziotela Jerusalengo karriketan.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 11r);;soka, zein ezarri baitzioten Kristo gure jaunari lepoan seguroago eramotzeagatik, eta <afrontu geiago emateagatik> arzas tiratzen ziotela Jerusalengo karriketan.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 11v);;gurutzea Kristo gure jaunak bere soñean eramo zuena Kalbarioko oianera artan <guregatik> ilzeko.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 11v);;zerbitza dezagun, <zerengatik> gure amoreakatik pasatu zuen eta sufritu anbat dolore eta trabaju eta heriotzea ain dolore eta pena anditakoa.;;gatik;rengatik;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12r);;zerbitza dezagun, zerengatik <gure amoreakatik> pasatu zuen eta sufritu anbat dolore eta trabaju eta heriotzea ain dolore eta pena anditakoa.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12r);;heriotzea sufritzera eginen baitzuen <guregatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12r);;baita guri memoriara ekarzea zer <guregatik> egin duen;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12r);;begiratu bear diogu Jesu Kristori berari bezala ikusi baigindu zioaienean <guregatik> ofrezitzera;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12r);;<zerengatik> sazerdoteak rebeztiturik doaienean meza erratera representatzen du Jesu Kristo gure jauna atratzen dela Pilatosen etxetik gurutzea soñetan duela artan Kalbarioko oianean guregatik kruzifikaturik ilzeko.;;gatik;rengatik;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 12v);;zerengatik sazerdoteak rebeztiturik doaienean meza erratera representatzen du Jesu Kristo gure jauna atratzen dela Pilatosen etxetik gurutzea soñetan duela artan Kalbarioko oianean <guregatik> kruzifikaturik ilzeko.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 16r);;Zenbat agradatzen zaion Jaungoikoari meza enzutea <an ofrezitzen zaion sakrifizioagatik>;;gatik;;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 16r);;izandu baitziraden aren aita eternoak ordenaturik, <aren gogora egiteagatik> eta aren amoreakatik;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 16r);;izandu baitziraden aren aita eternoak ordenaturik, aren gogora egiteagatik eta <aren amoreakatik>;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 16v);;ezpaitute ofrezitzen sakrifizioak bere Jaungoikotzat dauzkitenei <falsoak izanagatik>;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 17r);;Orzillare Sanduan <guziengatik> ofrezitu zena.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 17v);;bear du izan anbat birtute eta fuerza guri geren bekatuak, <andiak izanagatik>, barkatzeko eta bekatuengatik zor dugun zor guzias Jaungoikoa pagatzeko.;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 17v);;bear du izan anbat birtute eta fuerza guri geren bekatuak, andiak izanagatik, barkatzeko eta <bekatuengatik> zor dugun zor guzias Jaungoikoa pagatzeko.;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 17v);;au da ene semea, oneritzia, zein agradatzen baitzat <denagatik>;;gatik;;CAUS;Cause;quantor;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 18r);;Espiritu Sandua, <zeiñengatik> agradatzen baitzazkit berze gauza guziak;;gatik;rengatik;CAUS;Cause;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 18r);;ofrezi zedin gurutze batean <guregatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 19r);;<guregatik> bitartekozale gerta ditezen;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 26r);;zer Kristo gure jaunak egin zuen <guregatik> bere bizian eta heriotzean.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 26v);;zenbat trabaju eta zein andiak pasatu zituen orduan jaun onek <gure amoreakatik> eta gu salbatzeagatik.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 26v);;zenbat trabaju eta zein andiak pasatu zituen orduan jaun onek gure amoreakatik eta <gu salbatzeagatik>.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 26v);;Kristo munduaren salbazalleak <guregatik> eta gure onetan bere bizian eta heriotzean obratu zituen misterioetan;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 27r);;adoratzera eta alabatzera eta graziak ematera anbat <guregatik> egin duen ondasunengatik;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 27r);;adoratzera eta alabatzera eta graziak ematera anbat <guregatik egin duen ondasunengatik>;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 28r);;duela urriki eta damu biotzean bere bekatu egines <Jaungoikoaren amoreagatik>;;ren_amoreagatik;;CAUS;Motive;God;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 28r);;Intenzio eramo bear dena meza enzutera doaienean lenbizikoa eta prinzipalena da <Jaungoikoari kontentu emateagatik> eta agradatzeagatik;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 28r);;Intenzio eramo bear dena meza enzutera doaienean lenbizikoa eta prinzipalena da Jaungoikoari kontentu emateagatik eta <agradatzeagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 29r);;<Argatik> sazerdoteak erraten du auniz aldis “oremus”;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 29v);;Eta oek guziok gizon bati eta <limosna txiki batengatik>.;;gatik;rengatik;CAUS;Motive;money;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 30r);;Irurgarren gauza <zerengatik> egon bear baitugu atenzioreki eta debozioreki ;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 30v);;daude ain atenzioreki, eze <sentituagatik edozein arroitu>, ezpaitirade meneatzen beren lekuetatik;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 31r);;<zerengatik> mezan baikaude aingeru sanduen konpañian gu aieki eta aiek gureki;;gatik;rengatik;CAUS;Motive;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 31r);;<guregatik> otoitz egiten dutela.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 31v);;<Zerengatik> San Gregoriok dion bezala;;gatik;rengatik;CAUS;Motive;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 32r);;erran baititeke <aiengatik> daudela mezan gorputzes den bezanbates;;gatik;rengatik;CAUS;Topic;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 39v);;Eta umildadereki eskatzen du otoitz egin dezaten Jaungoikoari <arengatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 40r);;sandu guziei eta sazerdoteari otoitz egin dezaten Jaungoikoaren aurrean, <arengatik> erraten duela ;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 40r);;<argatik> otoitz egiten drauet birjina andre dona Mariari;;gatik;;CAUS;Cause;state_of_affairs;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 40r);;zaraten otoitz egille Jaungoikoaren aurrean <enegatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 40v);;<Argatik> erran bear da sines damu duela bekatu egines, eta propositu eta intenzio emendatzeko.;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 40v);;orduan da ongi meza enzuten duena asi dedin alabatzen duela Jaungoikoa <denarengatik>.;;gatik;rengatik;CAUS;Cause;quantor;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 41r);;"<Argatik> erraten du anbat aldis “Kyrie eleison""";;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 42r);;graziak eman <bere miserikordia eta ondasun andiagatik> eta guri egiten digunas;;gatik;;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 43r);;<Zaradenagatik> adoratzen zaitugu.;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 43r);;Eta graziak ematen drauzkizugu <zeure miserikordia eta ondasun duzunagatik>.;;gatik;;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 44v);;Espiritu Sanduak kunplituko du eztakienaren eta aditzen <eztuenarengatik>.;;gatik;rengatik;CAUS;Motive;person;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 44v);;<Ez jakinagatik> zer datzan petizioan, guziarekin ere aren izenean despatxatzen da. ;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 45v);;<ez izanagatik ain famosoa>, enzuten dugu oron bates;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 45v);;<Argatik> nai du Elizak lei ditezen.;;gatik;;CAUS;Motive;state_of_affairs;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 53r);;<argatik> dute fuerza geiago.;;gatik;;CAUS;Cause;state_of_affairs;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 53r);;Gu aprobetxa bagaites bear den bezala Eliza sanduak guri <aditzera emateagatik> zenbat debozioreki eta erreberenziareki;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 54r);;biotzeko garbitazunareki bear den enzun ebanjelio sandua au <guri aditzera emateagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 54r);;gurutzean ill zenarena, guri bizia beñere akabatuko eztena <emateagatik>. ;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 54r);;<Argatik>, leenik egiten du meza erraten duenak gurutzearen señalea libruaren gañean eta gero bekokian;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 54v);;ziertokiro eze <izanagatik mundu onetan prinzipe juizioko egunean> […], izanen diradela menospreziatuak demonioeki batean;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 55r);;bear bada <onengatik> gogotik bizia eman ere.;;gatik;rengatik;CAUS;Motive;state_of_affairs;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 55v);;<Argatik>, enzuten da ebanjelioa jaikirik;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 55v);;apatzen dio <aditzera emateagatik> ebanjelioko dotrina bear dugula borondate andiareki eta gogotik artu;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 56v);;alabatzen duela Kristo gure jauna <ebanjelioan ematen dizkigun berri onengatik> eta an erakusten digun dotrinagatik. ;;gatik;rengatik;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 56v);;alabatzen duela Kristo gure jauna ebanjelioan ematen dizkigun berri onengatik eta <an erakusten digun dotrinagatik>. ;;gatik;;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 57r);;gurutze batean il izandu zinala <gure salbatzeagatik>.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 58v);;Sazerdoteak, zeñek aprobetxatzen baitituzte otoitz egin dezaten <purgatorioan dauden arimengatik> eta ofrezitzen dituztenengatik;;gatik;rengatik;CAUS;Motive;spirit;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 58v);;Sazerdoteak, zeñek aprobetxatzen baitituzte otoitz egin dezaten purgatorioan dauden arimengatik eta <ofrezitzen dituztenengatik>;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 58v);;bear dirade ofratu, liberalkiro eta prinzipalkiro, <Jaungoikoari agradatzeagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 60r);;Eta orazio onetan, gasta dezake denbora ura, zeñetan sazerdoteak erraten baititu orazio batzuk sekretuan <guziengatik>.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 68r);;erramu egunean sartu zen Jerusalenen <guregatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 68v);;nola datorren aldarera <gure amoreakatik> munduaren salbazallea zerutik gu zeruko ondasunes betetzera.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 68v);;<guregatik> anbat trabaju pasatu zuen Jauna.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 69r);;zein baitator zerutik <gure amoreagatik> eta gure onetan aldarera;;ren_amoreagatik;;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 69r);;zein baitator zerutik gure amoreagatik eta <gure onetan> aldarera;;ren_onetan;;CAUS;Beneficiary;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 69r);;graziak eman drazkioten Jaunari <arenganik errezebitzen ditugun ondasunengatik>.;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 70r);;otoitz egiten diola Jaungoikoari <biziengatik>. ;;gatik;rengatik;CAUS;Motive;people;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 70r);;ofrezitzen duela mezako sakrifizioa <kristio fiel bizi diranengatik>;;gatik;rengatik;CAUS;Motive;people;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 70v);;<bere aita eternoari kontentu emateagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
